Checked,helix,beta,c,unkown,error,Protein FDR Confidence,Master,Accession,Description,Exp. q-value,Sum PEP Score,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Modifications,Entrez Gene ID,Ensembl Gene ID,Gene ID,Chromosome,Biological Process,Cellular Component,Molecular Function,Pfam IDs,emPAI,Score Sequest HT,# Peptides Sequest HT
False,,,,,,High,Master Protein,O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,0.0,12.8627480175117,3.60486891385768,5,5,5,1,2136,244.353,6.06,,23020,ENSG00000144028.14,SNRNP200,2,cell differentiation;cell organization and biogenesis;metabolic process,membrane;nucleus;spliceosomal complex,catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding,"Pf00270, Pf00271, Pf02889, Pf04851",0.094,15.5510063171387,5
False,,,,,,High,Master Protein,P15153,Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens GN=RAC2 PE=1 SV=1,0.0,12.8515327276506,25.0,6,7,2,1,192,21.415,7.61,,5880,ENSG00000128340.14,RAC2,22,cell organization and biogenesis;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding,"Pf00025, Pf00071, Pf08477",4.995,15.6623473167419,6
False,,,,,,High,Master Protein,Q15417,Calponin-3 OS=Homo sapiens GN=CNN3 PE=1 SV=1,0.0,12.8315599682517,18.5410334346505,4,4,4,1,329,36.391,6.05,,1266,ENSG00000117519.15,CNN3,1,cell differentiation;cell organization and biogenesis;regulation of biological process,cytoskeleton;cytosol,protein binding,"Pf00307, Pf00402",0.438,12.4970850944519,4
False,,,,,,High,Master Protein,O75937,DnaJ homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2,0.0,12.8010199458213,22.9249011857708,5,5,5,1,253,29.823,9.06,,22826,ENSG00000126698.10,DNAJC8,1,metabolic process,cytosol;nucleus,protein binding,Pf00226,1.154,15.8889676332474,5
False,,,,,,High,Master Protein,P51148,Ras-related protein Rab-5C OS=Homo sapiens GN=RAB5C PE=1 SV=2,0.0,12.7609003089401,26.8518518518519,3,3,3,1,216,23.468,8.41,,5878,ENSG00000108774.14,RAB5C,17,regulation of biological process;response to stimulus;transport,endosome;membrane,catalytic activity;nucleotide binding;protein binding,"Pf00009, Pf00025, Pf00071, Pf04670, Pf08477",0.638,12.0238983631134,3
False,,,,,,High,Master Protein,Q07020,60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=2,0.0,12.7604935971429,23.936170212766,4,4,4,1,188,21.621,11.72,,6141,ENSG00000063177.12,RPL18,19,cell organization and biogenesis;metabolic process;transport,cytoplasm;cytosol;endoplasmic reticulum;membrane;nucleus;ribosome,RNA binding;structural molecule activity,Pf00828,1.783,12.5941081047058,4
False,,,,,,High,Master Protein,P37837,Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2,0.0,12.6957156591613,13.0563798219585,4,4,4,1,337,37.516,6.81,,6888,ENSG00000177156.10,TALDO1,11,metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;nucleus,catalytic activity;protein binding,Pf00923,0.334,13.1553041934967,4
False,,,,,,High,Master Protein,P35998,26S proteasome regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3,0.0,12.6620622856301,18.013856812933,6,6,6,1,433,48.603,5.95,,5701,ENSG00000161057.11,PSMC2,7,cell differentiation;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;extracellular;membrane;nucleus;organelle lumen;proteasome,catalytic activity;nucleotide binding;protein binding,"Pf00004, Pf00158, Pf07724, Pf07726, Pf07728, Pf13191, Pf13401",0.562,17.4478437900543,6
False,,,,,,High,Master Protein,Q9Y678,Coatomer subunit gamma-1 OS=Homo sapiens GN=COPG1 PE=1 SV=1,0.0,12.5906969357001,7.66590389016018,4,5,4,1,874,97.655,5.47,,22820,ENSG00000181789.14,COPG1,3,cellular component movement;transport,cytoplasm;cytosol;Golgi;membrane,protein binding;structural molecule activity,"Pf01602, Pf08752",0.248,14.618420124054,4
False,,,,,,High,Master Protein,Q14247,Src substrate cortactin OS=Homo sapiens GN=CTTN PE=1 SV=2,0.0,12.5664478547065,14.7272727272727,3,3,3,1,550,61.549,5.4,,2017,ENSG00000085733.15,CTTN,11,cell organization and biogenesis;cellular component movement;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;Golgi;membrane,protein binding,"Pf00018, Pf02218, Pf07653, Pf14604",0.25,13.9441666603088,3
False,,,,,,High,Master Protein,P62979,Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2,0.0,12.4890341693687,30.7692307692308,3,3,3,1,156,17.953,9.64,,6233,ENSG00000143947.13,RPS27A,2,cell communication;cell organization and biogenesis;cellular homeostasis;defense response;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;nucleus;ribosome,metal ion binding;protein binding;RNA binding;structural molecule activity,"Pf00240, Pf01599, Pf11976, Pf13019, Pf13881, Pf14560",0.874,9.66766548156738,3
False,,,,,,High,Master Protein,Q13177,Serine/threonine-protein kinase PAK 2 OS=Homo sapiens GN=PAK2 PE=1 SV=3,0.0,12.4395828720741,17.175572519084,4,4,4,1,524,58.006,5.96,,5062,ENSG00000180370.10,PAK2,3,cell death;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane;nucleus,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding,"Pf00069, Pf00786, Pf07714, Pf14531",0.407,13.0555846691132,4
False,,,,,,High,Master Protein,Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,0.0,12.3601513361273,1.80612711476909,4,4,4,1,4374,481.589,5.22,,10075,ENSG00000086758.15,HUWE1,X,cell differentiation;cell organization and biogenesis;metabolic process;response to stimulus;transport,cytoplasm;cytosol;extracellular;membrane;nucleus;organelle lumen,catalytic activity;DNA binding;protein binding;RNA binding,"Pf00632, Pf02825, Pf06012, Pf06025, Pf14377",0.042,12.6528875827789,4
False,,,,,,High,Master Protein,P49411,"Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2",0.0,12.248555724947,15.7079646017699,3,5,3,1,452,49.51,7.61,,7284,,TUFM,16,metabolic process;response to stimulus,membrane;mitochondrion,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00009, Pf03143, Pf03144",0.433,12.0065579414368,3
False,,,,,,High,Master Protein,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4,0.0,12.2113753773973,17.9824561403509,5,5,5,1,456,50.769,6.55,,1650,ENSG00000244038.9,DDOST,1,metabolic process;response to stimulus;transport,endoplasmic reticulum;membrane,catalytic activity;protein binding,Pf03345,0.445,11.181743144989,5
False,,,,,,High,Master Protein,P53597,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens GN=SUCLG1 PE=1 SV=4",0.0,12.1888706318935,13.0057803468208,3,3,3,1,346,36.227,8.79,,8802,ENSG00000163541.11,SUCLG1,2,metabolic process,cytosol;membrane;mitochondrion;organelle lumen,catalytic activity;nucleotide binding;RNA binding,"Pf00549, Pf02629, Pf13607",0.585,10.3984718322754,3
False,,,,,,High,Master Protein,B5ME19,Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens GN=EIF3CL PE=3 SV=1,0.0,12.1145624392919,5.14223194748359,3,3,3,1,914,105.407,5.64,,728689,ENSG00000205609.12,EIF3CL,16,metabolic process,cytoplasm,protein binding;RNA binding,"Pf01399, Pf05470",0.155,8.94645142555237,3
False,,,,,,High,Master Protein,Q58FF6,Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens GN=HSP90AB4P PE=5 SV=1,0.0,12.1112513959079,9.5049504950495,3,4,1,1,505,58.228,4.73,,664618,,HSP90AB4P,15,metabolic process;response to stimulus,cytoplasm,nucleotide binding;protein binding,"Pf00183, Pf02518, Pf13589",0.359,13.3021011352539,3
False,,,,,,High,Master Protein,Q92882,Osteoclast-stimulating factor 1 OS=Homo sapiens GN=OSTF1 PE=1 SV=2,0.0,12.0816357255756,26.1682242990654,4,4,4,1,214,23.772,5.68,,26578,ENSG00000134996.11,OSTF1,9,regulation of biological process;response to stimulus;transport,cytoplasm;extracellular;organelle lumen,protein binding,"Pf00018, Pf00023, Pf07653, Pf12796, Pf13637, Pf13857, Pf14604",0.638,9.71731877326965,4
False,,,,,,High,Master Protein,P11908,Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens GN=PRPS2 PE=1 SV=2,0.0,12.0772002909094,19.496855345912,4,5,1,1,318,34.747,6.61,,5634,ENSG00000101911.12,PRPS2,X,metabolic process,,catalytic activity;metal ion binding;nucleotide binding;protein binding,"Pf00156, Pf13793, Pf14572",0.624,14.6702611446381,4
False,,,,,,High,Master Protein,P54136,"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2",0.0,12.0714153462702,7.12121212121212,3,3,3,1,660,75.331,6.68,,5917,ENSG00000113643.8,RARS,5,metabolic process,cytoplasm;cytosol;membrane;mitochondrion;nucleus,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00750, Pf03485, Pf05746",0.174,7.16304802894592,3
False,,,,,,High,Master Protein,P62829,60S ribosomal protein L23 OS=Homo sapiens GN=RPL23 PE=1 SV=1,0.0,12.0458016211598,25.7142857142857,4,4,4,1,140,14.856,10.51,,9349,ENSG00000125691.12,RPL23,17,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;ribosome,protein binding;RNA binding;structural molecule activity,Pf00238,1.512,11.3212255239487,4
False,,,,,,High,Master Protein,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3",0.0,12.040545014703,12.9166666666667,4,5,4,1,480,52.612,6.37,,7384,ENSG00000010256.10,UQCRC1,3,metabolic process;response to stimulus;transport,cytosol;membrane;mitochondrion,catalytic activity;metal ion binding;protein binding;transporter activity,"Pf00675, Pf05193, Pf08367",0.585,14.0870485305786,4
False,,,,,,High,Master Protein,P54578,Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens GN=USP14 PE=1 SV=3,0.0,12.031953369304,9.31174089068826,2,3,2,1,494,56.033,5.3,,9097,ENSG00000101557.14,USP14,18,cell communication;metabolic process;regulation of biological process,cell surface;cytoplasm;cytosol;membrane;nucleus;proteasome,catalytic activity;enzyme regulator activity;protein binding,"Pf00443, Pf13423",0.25,10.070375919342,2
False,,,,,,High,Master Protein,P31153,S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens GN=MAT2A PE=1 SV=1,0.0,11.9621249496516,22.7848101265823,5,5,5,1,395,43.633,6.48,,4144,ENSG00000168906.12,MAT2A,2,cell organization and biogenesis;metabolic process,cytosol,catalytic activity;metal ion binding;nucleotide binding;protein binding,"Pf00438, Pf02772, Pf02773",0.65,13.0035085678101,5
False,,,,,,High,Master Protein,Q07954,Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens GN=LRP1 PE=1 SV=2,0.0,11.9495128282078,1.73855633802817,3,4,3,1,4544,504.276,5.39,,4035,ENSG00000123384.13,LRP1,12,cell proliferation;development;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endosome;membrane;nucleus,metal ion binding;protein binding;receptor activity;RNA binding;transporter activity,"Pf00057, Pf00058, Pf07645, Pf12662, Pf14670",0.027,12.5593326091766,3
False,,,,,,High,Master Protein,P54727,UV excision repair protein RAD23 homolog B OS=Homo sapiens GN=RAD23B PE=1 SV=1,0.0,11.9417585314436,12.2249388753056,2,3,2,1,409,43.145,4.84,,5887,ENSG00000119318.12,RAD23B,9,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;nucleus;proteasome,DNA binding;protein binding,"Pf00240, Pf00627, Pf09280, Pf11976, Pf13881",0.501,10.7983193397522,2
False,,,,,,High,Master Protein,P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3,0.0,11.9338560654517,18.4126984126984,3,4,3,1,315,36.089,5.08,,1965,ENSG00000134001.12,EIF2S1,14,cell communication;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;nucleus;ribosome,protein binding;RNA binding,"Pf00575, Pf07541",0.52,12.6340577602386,3
False,,,,,,High,Master Protein,Q9NR12,PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1,0.0,11.8910421121338,18.3807439824945,4,4,4,1,457,49.813,8.41,Acetyl [N-Term],9260,ENSG00000196923.13,PDLIM7,5,cell differentiation;cell organization and biogenesis;cellular component movement;development;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;nucleus,metal ion binding;protein binding,"Pf00412, Pf00595",0.374,13.3700768947601,4
False,,,,,,High,Master Protein,Q13200,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3,0.0,11.8604144654451,5.17621145374449,3,3,3,1,908,100.136,5.2,,5708,ENSG00000175166.16,PSMD2,3,metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;extracellular;membrane;nucleus;organelle lumen;proteasome,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding,Pf01851,0.124,6.82539987564087,3
False,,,,,,High,Master Protein,Q12905,Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2,0.0,11.8279152496972,15.3846153846154,3,4,3,1,390,43.035,5.26,,3608,ENSG00000143621.16,ILF2,1,metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;extracellular;membrane;nucleus;organelle lumen,catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding,Pf07528,0.551,12.0733307600021,3
False,,,,,,High,Master Protein,Q7L1Q6,Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens GN=BZW1 PE=1 SV=1,0.0,11.7841294919973,9.54653937947494,3,3,3,1,419,48.013,5.92,,9689,ENSG00000082153.17,BZW1,2,metabolic process;regulation of biological process,cytoplasm;membrane,protein binding;RNA binding,Pf02020,0.259,10.9733824729919,3
False,,,,,,High,Master Protein,P14317,Hematopoietic lineage cell-specific protein OS=Homo sapiens GN=HCLS1 PE=1 SV=3,0.0,11.694340613405,13.9917695473251,4,4,4,1,486,53.981,4.81,,3059,ENSG00000180353.10,HCLS1,3,cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane;mitochondrion;nucleus,protein binding,"Pf00018, Pf02218, Pf07653, Pf14604",0.551,10.8349368572235,4
False,,,,,,High,Master Protein,P21796,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2,0.0,11.656139070846,28.6219081272085,5,5,5,1,283,30.754,8.54,,7416,ENSG00000213585.10,VDAC1,5,cell communication;cell death;cell differentiation;defense response;metabolic process;regulation of biological process;response to stimulus;transport,membrane;mitochondrion;nucleus,protein binding;transporter activity,Pf01459,0.668,12.552666425705,5
False,,,,,,High,Master Protein,P56192,"Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2",0.0,11.5384306122983,7.11111111111111,3,3,3,1,900,101.052,6.16,,4141,ENSG00000166986.14,MARS,12,cell communication;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00043, Pf00133, Pf00458, Pf09334, Pf10978, Pf13409, Pf13410, Pf14497",0.162,9.93749451637268,3
False,,,,,,High,Master Protein,Q13409,Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3,0.0,11.5051555238303,10.6583072100313,3,3,3,1,638,71.412,5.2,,1781,ENSG00000077380.15,DYNC1I2,2,cell division;cell organization and biogenesis;cellular component movement;regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol;extracellular;Golgi;mitochondrion;organelle lumen,catalytic activity;motor activity;protein binding,"Pf00400, Pf11540",0.28,10.0091106891632,3
False,,,,,,High,Master Protein,P80723,Brain acid soluble protein 1 OS=Homo sapiens GN=BASP1 PE=1 SV=2,0.0,11.4718623874542,23.3480176211454,2,2,2,1,227,22.68,4.63,,10409,ENSG00000176788.8,BASP1,5,cell differentiation;cell organization and biogenesis;regulation of biological process,cytoplasm;cytoskeleton;membrane;nucleus,DNA binding;protein binding,,0.425,8.40859532356262,2
False,,,,,,High,Master Protein,P54577,"Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=YARS PE=1 SV=4",0.0,11.4208273806842,12.5,6,6,6,1,528,59.106,7.05,,8565,ENSG00000134684.10,YARS,1,cell death;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol,catalytic activity;nucleotide binding;protein binding;RNA binding;signal transducer activity,"Pf00579, Pf01588",0.369,10.3317108154297,6
False,,,,,,High,Master Protein,P13674,Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens GN=P4HA1 PE=1 SV=2,0.0,11.392873862207,4.30711610486891,2,3,2,1,534,61.011,6.01,,5033,ENSG00000122884.12,P4HA1,10,cell organization and biogenesis;metabolic process,endoplasmic reticulum;membrane;mitochondrion;organelle lumen,catalytic activity;metal ion binding;protein binding,"Pf03171, Pf08336",0.225,7.01218175888062,2
False,,,,,,High,Master Protein,O14737,Programmed cell death protein 5 OS=Homo sapiens GN=PDCD5 PE=1 SV=3,0.0,11.3440065967813,25.6,3,3,3,1,125,14.276,6.04,,9141,ENSG00000105185.11,PDCD5,19,cell death;regulation of biological process;response to stimulus,cytoplasm;cytosol;nucleus,DNA binding;enzyme regulator activity;protein binding,Pf01984,0.995,8.95283651351929,3
False,,,,,,High,Master Protein,Q15843,NEDD8 OS=Homo sapiens GN=NEDD8 PE=1 SV=1,0.0,11.3368035697292,40.7407407407407,3,5,3,1,81,9.066,8.43,,4738,ENSG00000129559.12,NEDD8,14,cellular homeostasis;metabolic process;regulation of biological process;response to stimulus,cytosol;nucleus,protein binding,"Pf00240, Pf11976",4.179,15.6648027896881,3
False,,,,,,High,Master Protein,P56537,Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1,0.0,11.3248177922182,31.4285714285714,4,4,4,1,245,26.582,4.68,,3692,ENSG00000242372.6,EIF6,20,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;nucleus,protein binding;RNA binding,Pf01912,1.154,12.9635248184204,4
False,,,,,,High,Master Protein,P55145,Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens GN=MANF PE=1 SV=3,0.0,11.2903715427147,24.7252747252747,4,6,4,1,182,20.687,8.69,,7873,,MANF,3,cell differentiation;cell organization and biogenesis;regulation of biological process;response to stimulus;transport,cytosol;endoplasmic reticulum;extracellular;nucleus,protein binding;RNA binding,Pf10208,2.162,7.80073523521423,4
False,,,,,,High,Master Protein,Q16543,Hsp90 co-chaperone Cdc37 OS=Homo sapiens GN=CDC37 PE=1 SV=1,0.0,11.2670718594149,10.0529100529101,2,3,2,1,378,44.44,5.25,,11140,ENSG00000105401.8,CDC37,19,cell division;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol,catalytic activity;enzyme regulator activity;protein binding,"Pf03234, Pf08564, Pf08565",0.438,11.3339745998383,2
False,,,,,,High,Master Protein,P20290,Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1,0.0,11.2576209894556,34.4660194174757,4,4,4,1,206,22.154,9.38,,689,ENSG00000145741.15,BTF3,5,metabolic process;regulation of biological process;transport,cytoplasm;cytosol;nucleus,protein binding;RNA binding,Pf01849,1.031,11.6038856506348,4
